순번,SIDO,PLACE,LAT,MANAGER,LON,SSID,TEL,GU_DESC,JIBUN_ADDR,ROAD_ADDR,PLACE_DETAIL,MANUFACTURER,TYPE
329,부산광역시,부평동주민센터,35.100378,부산광역시중구청,129.026556,Public WiFi,051-600-4171,중구,부산광역시 중구 부평동1가 30-27,부산광역시 중구 중구로29번길 23(부평동1가),민원실,SKT,관공서
330,부산광역시,광복동주민센터,35.10002,부산광역시중구청,129.030423,Public WiFi,051-600-4171,중구,부산광역시 중구 신창동1가 9,부산광역시 중구 광복로55번길 10(신창동1가),민원실,SKT,관공서
331,부산광역시,중구 노인복지회관 분관,35.110188,부산광역시중구청,129.032526,Public WiFi,051-600-4171,중구,부산광역시 중구 영주동 287-9,부산광역시 중구 영주로 8-1(영주동),중구 노인복지회관 분관 내,SKT,서민·복지시설
332,부산광역시,중앙동주민센터,35.101312,부산광역시중구청,129.035364,Public WiFi,051-600-4171,중구,부산광역시 중구 중앙동2가 19,부산광역시 중구 중앙대로41번길 10(중앙동2가),민원실,SKT,관공서
333,부산광역시,영주1동경로당,35.113202,부산광역시중구청,129.034126,Public WiFi,051-600-4171,중구,부산광역시 중구 영주동 62-71번지,부산광역시 중구 초량상로7번길 11,영주1동경로당 내,LGU+,서민·복지시설
334,부산광역시,보수새마을,35.107637,부산광역시중구청,129.026728,Public WiFi,051-600-4171,중구,부산광역시 중구 보수동1가 산 3-148,부산광역시 중구 망양로319번길 26,보수새마을 내,LGU+,서민·복지시설
335,부산광역시,중구청 민원실,35.106313,부산광역시중구청,129.032397,Public WiFi,051-600-4171,중구,부산광역시 중구 대청동1가 1-4,부산광역시 중구 중구로 120,중구청 민원실,KT,관공서
336,부산광역시,중구노인복지관,35.104157,부산광역시중구청,129.026185,Public WiFi,051-600-4171,중구,부산광역시 중구 보수동1가 113,부산광역시 중구 책방골목길 3-1,중구노인복지관 내,KT,서민·복지시설
337,부산광역시,부산근대역사관,35.102641,부산광역시중구청,129.031267,Public WiFi,051-600-4171,중구,부산광역시 중구 대청동2가 24-2,부산광역시 중구 대청로 104,부산근대역사관 내,KT,지역문화시설
338,부산광역시,부산시설공단,35.100248,부산광역시중구청,129.035949,Public WiFi,051-600-4171,중구,부산광역시 중구 중앙동1가 26번지,부산광역시 중구 중앙대로 2,민원실,LGU+,관공서
339,부산광역시,생선회박물관,35.096721,부산광역시중구청,129.03112,Public WiFi,051-600-4171,중구,부산광역시 중구 남포동4가 37-1,부산광역시 중구 자갈치해안로 52,박물관,KT,지역문화시설
340,부산광역시,낙원대실버타운,35.324461,부산광역시 기장군,129.1614602,,051-709-4174,기장군,,부산광역시 기장군 정관면 용수공단2길 64-20,민원실,SKT,서민·복지시설
341,부산광역시,성우해피홈,35.3748583,부산광역시 기장군,129.2635523,,051-709-4174,기장군,,부산광역시 기장군 장안읍 대룡2길 45-1,민원실,LGU+,서민·복지시설
342,부산광역시,장안읍사무소,35.3137103,부산광역시 기장군,129.2440241,,051-709-4174,기장군,,부산광역시 기장군 장안읍 좌방길 5,민원실,KT,관공서
343,부산광역시,철마면사무소,35.275027,부산광역시 기장군,129.1497494,,051-709-4174,기장군,,부산광역시 기장군 철마면 철마로 485,민원실,KT,관공서
344,부산광역시,기장도서관,35.2496835,부산광역시 기장군,129.2173884,,051-709-4174,기장군,,부산광역시 기장군 기장읍 동부리 444-2,민원실,LGU+,관공서
345,부산광역시,교리장애인주간보호센터,35.2574093,부산광역시 기장군,129.2141259,,051-709-4174,기장군,,부산광역시 기장군 기장읍 차성로451번길 46-13,민원실,KT,서민·복지시설
346,부산광역시,농업기술센터,35.3251622,부산광역시 기장군,129.276756,,051-709-4174,기장군,,부산광역시 기장군 장안읍 월내해안길 66,민원실,KT,관공서
347,부산광역시,기장군청,35.2435223,부산광역시 기장군,129.2229656,,051-709-4174,기장군,,부산광역시 기장군 기장읍 기장대로560,민원실,KT,관공서
348,부산광역시,기장군청 의회,35.2435223,부산광역시 기장군,129.2229656,,051-709-4174,기장군,,부산광역시 기장군 기장읍 기장대로560,민원실,KT,관공서
349,부산광역시,기장읍사무소(2층),35.2385217,부산광역시 기장군,129.2161992,,051-709-4174,기장군,,부산광역시 기장군 기장읍 차성동로5번길 10,민원실,KT,관공서
350,부산광역시,청소년수련관,35.2445494,부산광역시 기장군,129.2221542,,051-709-4174,기장군,,부산광역시 기장군 정관읍 달음산길 106,민원실,KT,교육시설
351,부산광역시,기장장애인복지관,35.2445494,부산광역시 기장군,129.2221542,,051-709-4174,기장군,,부산광역시 기장군 정관읍 병산로 42-15,민원실,KT,서민·복지시설
352,부산광역시,송암노인요양원,35.249562,부산광역시 기장군,129.2102653,,051-709-4174,기장군,,부산광역시 기장군 배산로56번길 26-16,민원실,SKT,서민·복지시설
353,부산광역시,기장시장,35.2435205,부산광역시 기장군,129.2150933,,051-709-4174,기장군,,부산광역시 기장군 기장읍 읍내로104번길 16,시장,KT,편의시설
354,부산광역시,정관면사무소,35.3255581,부산광역시 기장군,129.1801399,,051-709-4174,기장군,,부산광역시 기장군 정관면 용수로 4,민원실,KT,관공서
355,부산광역시,일광면사무소,35.263653,부산광역시 기장군,129.2320456,,051-709-4174,기장군,,부산광역시 기장군 일광면 일광로 77-7,민원실,KT,관공서
356,부산광역시,기장군 보건소,35.2435223,부산광역시 기장군,129.2229656,,051-709-4174,기장군,,부산광역시 기장군 기장읍 기장대로 560,민원실,KT,관공서
357,부산광역시,정관보건지소,35.3255581,부산광역시 기장군,129.1801399,,051-709-4174,기장군,,부산광역시 기장군 정관면 용수로 4,민원실,KT,관공서
358,부산광역시,장안보건지소,35.3133187,부산광역시 기장군,129.2442369,,051-709-4174,기장군,,부산광역시 기장군 장안읍 좌방길 6,민원실,KT,관공서
359,부산광역시,장안오리진료소,35.3718181,부산광역시 기장군,129.2618246,,051-709-4174,기장군,,부산광역시 기장군 장안읍 오리길 3-6,민원실,KT,관공서
360,부산광역시,삼동보건진료소,35.3129395,부산광역시 기장군,129.1151505,,051-709-4174,기장군,,부산광역시 기장군 철마면 철마삼동로 94,민원실,KT,관공서
361,부산광역시,기장제1공영주차장,35.2440534,부산광역시 기장군,129.2169537,,051-709-4174,기장군,,부산광역시 기장군 기장읍 차성동로 70,주차장,KT,기타
362,부산광역시,기장군노인복지관,35.2350962,부산광역시 기장군,129.2125958,,051-709-4174,기장군,,부산광역시 기장군 기장읍 대청로 22번길 61,민원실,KT,서민·복지시설
363,부산광역시,기장종합사회복지관,35.2359763,부산광역시 기장군,129.2136438,,051-709-4174,기장군,,부산광역시 기장군 기장읍 차성로 206,민원실,KT,서민·복지시설
364,부산광역시,반석노인건강센터,35.3795114,부산광역시 기장군,129.2602275,,051-709-4174,기장군,,부산광역시 기장군 장안읍 못안길 47,민원실,LGU+,서민·복지시설
365,부산광역시,동행과 나눔,35.3424505,부산광역시 기장군,129.1768775,,051-709-4174,기장군,,부산광역시 기장군 정관면 병산로 127-25,민원실,KT,서민·복지시설
366,부산광역시,부산시립박물관,35.137204,부산광역시 남구청,129.092961,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 948-1,부산광역시 남구 유엔평화로 63,관리사무실,LGU,관공서
367,부산광역시,용호1동 주민센터,35.120801,부산광역시 남구청,129.109047,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 414-47,부산광역시 남구 용호로42번길 140,민원실,LGU,관공서
368,부산광역시,대연3동 주민센터,35.140006,부산광역시 남구청,129.103862,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1862,"부산광역시 남구 수영로 345, 118호 (대연동, 대연힐스테이트푸르지오 상가)",민원실,LGU,관공서
369,부산광역시,문현3동 주민센터,35.138157,부산광역시 남구청,129.071703,Public Wifi,1899-4876,남구,부산광역시 남구 문현동 205-44,부산광역시 남구 고동골로4번길 7-18,민원실,LGU,관공서
370,부산광역시,용호3동 주민센터,35.121002,부산광역시 남구청,129.112831,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 371-2,부산광역시 남구 동명로145번길 33,민원실,LGU,관공서
371,부산광역시,대연5동 주민센터,35.138457,부산광역시 남구청,129.090172,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1463-1,부산광역시 남구 진남로46번길 7,민원실,LGU,관공서
372,부산광역시,감만1동 주민센터,35.116895,부산광역시 남구청,129.080672,Public Wifi,1899-4876,남구,부산광역시 남구 감만동 141-3,부산광역시 남구 우암로 71-7,민원실,LGU,관공서
373,부산광역시,대연1동 주민센터,35.134534,부산광역시 남구청,129.093477,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 984-20,부산광역시 남구 유엔평화로 24,민원실,LGU,관공서
374,부산광역시,용호4동 주민센터,35.113212,부산광역시 남구청,129.110405,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 533-23,부산광역시 남구 용호로216번길 10,민원실,LGU,관공서
375,부산광역시,우암동 주민센터,35.124992,부산광역시 남구청,129.075871,Public Wifi,1899-4876,남구,부산광역시 남구 우암동 162-18,부산광역시 남구 우암로 190-15,민원실,LGU,관공서
376,부산광역시,대연4동 주민센터,35.129812,부산광역시 남구청,129.091415,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1090-14,부산광역시 남구 석포로91번길 96,민원실,LGU,관공서
377,부산광역시,대연6동 주민센터,35.134931,부산광역시 남구청,129.083567,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1768-3,부산광역시 남구 수영로 155,민원실,LGU,관공서
378,부산광역시,문현1동 주민센터,35.142523,부산광역시 남구청,129.071322,Public Wifi,1899-4876,남구,부산광역시 남구 문현동 127-10,부산광역시 남구 고동골로60번길 1,민원실,LGU,관공서
379,부산광역시,㈜용호시장,35.115316,부산광역시 남구청,129.112862,Public Wifi,1899-4876,남구,부산광역시 남구 용호2동 516-10번지,부산광역시 남구 동명로152번길 93,상인회실,LGU+,기타
380,부산광역시,남구노인복지관,35.136361,부산광역시 남구청,129.093298,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1346,부산광역시 남구 못골로 97-10,관리사무실,KT,서민·복지시설
381,부산광역시,대동골 문화센터,35.154542,부산광역시 남구청,129.089261,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 245-170,부산광역시 남구 황령대로319번가길 147,민원실,KT,관공서
382,부산광역시,"남구청(2층, 3층 민원실)",35.136649,부산광역시 남구청,129.084298,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1268-1,부산광역시 남구 못골로 19(대연동),민원실,SKT,관공서
383,부산광역시,남구 보건소(1층 민원실),35.136071,부산광역시 남구청,129.084985,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1268-3,부산광역시 남구 못골로 23(대연동),민원실,SKT,관공서
384,부산광역시,남구 드림스타트(구 대연2동사),35.134507,부산광역시 남구청,129.084119,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1241-2,부산광역시 남구 수영로 160 (대연동),민원실,SKT,관공서
385,부산광역시,감만2동 주민센터,35.122753,부산광역시 남구청,129.084548,Public Wifi,1899-4876,남구,부산광역시 남구 감만동 20-58,부산광역시 남구 석포로 32-1,민원실,SKT,관공서
386,부산광역시,용호2동 주민센터,35.115141,부산광역시 남구청,129.113456,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 517-19,부산광역시 남구 용호로197번길 41,민원실,SKT,관공서
387,부산광역시,용당동 주민센터,35.117883,부산광역시 남구청,129.095041,Public Wifi,1899-4876,남구,부산광역시 남구 용당동 401-1,부산광역시 남구 신선로 349-4,민원실,SKT,관공서
388,부산광역시,용호1동 현장민원실,35.130356,부산광역시 남구청,129.107195,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 176-64,부산광역시 남구 신선로 566-2,민원실,SKT,관공서
389,부산광역시,남구장애인복지관,35.129536,부산광역시 남구청,129.099231,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 567-16,부산광역시 남구 조각공원로11번길 38 (대연동),관리사무실,SKT,서민·복지시설
390,부산광역시,문현4동 주민센터,35.136487,부산광역시 남구청,129.069039,Public Wifi,1899-4876,남구,부산광역시 남구 문현4동 366-18,"부산광역시 남구 수영로 12, 3층 3호(문현동, 세종그랑시아상가)",민원실,SKT,관공서
391,부산광역시,남구도서관,35.137953,부산광역시 남구청,129.094551,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 317-56,부산광역시 남구 수영로 267번길,민원실,SKT,관공서
392,부산광역시,새빛기독보육원,35.116798,부산광역시 남구청,129.113528,Public Wifi,1899-4876,남구,부산광역시 남구 용호동 517-19,부산광역시 남구 용호로 197번길 41,관리사무실,SKT,서민·복지시설
393,부산광역시,나사함발달장애인복지관,35.143585,부산광역시 남구청,129.089241,Public Wifi,1899-4876,남구,부산광역시 남구 대연동 1483-9,부산광역시 남구 못골번영로 70,관리사무실,SKT,서민·복지시설
394,부산광역시,우암동 주민센터,35.125016,부산광역시,129.075892,Public WiFi,051-888-4604,남구,부산광역시 남구 우암동 162-18,부산광역시 남구 우암로 190-15,민원실,LGU+,관공서
395,부산광역시,원자력스포츠문화센터,35.335499,부산광역시,129.283327,Public WiFi,051-888-4604,기장군,부산광역시 기장군 장안읍 길천리 411-2,부산광역시 기장군 장안읍 천산로 28,센터,KT,지역문화시설
396,부산광역시,남구청 민원실,35.1364086,부산광역시,129.0843714,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1268-1,부산광역시 남구 못골로 19,"2층, 3층",SKT,관공서
397,부산광역시,남구청 구민공원,35.1364086,부산광역시,129.0843714,Public WiFi,051-888-4604,남구,부산광역시 남구 대연6동 1268-1,부산광역시 남구 못골로 19,공원,SKT,편의시설
398,부산광역시,남구 종합사회복지관,35.1273813,부산광역시,129.0747377,Public WiFi,051-888-4604,남구,부산광역시 남구 우암동 129-339,부산광역시 남구 우암양달로89번길 29,복지관,KT,서민·복지시설
399,부산광역시,남구 장애인복지관,35.1292022,부산광역시,129.0992329,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 567-16,부산광역시 남구 조각공원로11번길 38,복지관,SKT,서민·복지시설
400,부산광역시,남구 보건소,35.1359912,부산광역시,129.0849575,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1268-3,부산광역시 남구 못골로 23,민원실,SKT,관공서
401,부산광역시,남구 도서관,35.1379698,부산광역시,129.0947979,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 317-56,부산광역시 남구 수영로267번길 61,도서관,SKT,지역문화시설
402,부산광역시,남구 노인복지관,35.1361874,부산광역시,129.0932252,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1346,부산광역시 남구 못골로 97-10,복지관,KT,서민·복지시설
403,부산광역시,나사함발달장애복지관,35.1413421,부산광역시,129.0890435,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 1483-9,부산광역시 남구 못골번영로 70,복지관,SKT,서민·복지시설
404,부산광역시,국도예술관,35.1277212,부산광역시,129.0927542,Public WiFi,051-888-4604,남구,부산광역시 남구 대연동 965-2,부산광역시 남구 유엔평화로76번길 26,예술관,SKT,지역문화시설
405,부산광역시,교통관리공단,35.1310208,부산광역시,129.1019171,Public WiFi,051-888-4604,남구,부산광역시 남구 대연3동 580-8,부산광역시 남구 용소로 68,민원실,SKT,관공서
406,부산광역시,감만사회복지관,35.118507,부산광역시,129.081354,Public WiFi,051-888-4604,남구,부산광역시 남구 감만동 78,부산광역시 남구 우암로 84-1,복지관,SKT,서민·복지시설
407,부산광역시,감만2동 주민센터,35.1225025,부산광역시,129.0845434,Public WiFi,051-888-4604,남구,부산광역시 남구 감만동 20-58,부산광역시 남구 석포로 32-1,민원실,SKT,관공서
408,부산광역시,감만1동 주민센터,35.116835,부산광역시,129.080674,Public WiFi,051-888-4604,남구,부산광역시 남구 감만동 141-3,부산광역시 남구 우암로 71-1,민원실,LGU+,관공서
409,부산광역시,부산문화회관,35.127129,부산광역시,129.094532,Dynamic Busan,051-888-4604,남구,부산광역시 남구 대연동 848-4,부산광역시 남구 유엔평화로76번길 1,중극장,부산광역시,지역문화시설
410,부산광역시,부산문화회관,35.126843,부산광역시,129.093962,Dynamic Busan,051-888-4604,남구,부산광역시 남구 대연동 848-4,부산광역시 남구 유엔평화로76번길 1,관리동,부산광역시,지역문화시설
411,부산광역시,한빛아파트 2단지 문화센터,35.335499,부산광역시,129.283327,Public WiFi,051-888-4604,기장군,부산광역시 기장군 장안읍 길천리 310-3,부산광역시 기장군 장안읍 천산로 28,센터,SKT,지역문화시설
412,부산광역시,농협 기장점,35.243254,부산광역시,129.215045,Public WiFi,051-888-4604,기장군,부산광역시 기장군 기장읍 대라리 73-7,부산광역시 기장군 기장읍 차성로288번길 27,민원실,SKT,기타
413,부산광역시,청소년수련관,35.3112199,부산광역시,129.1999357,Public WiFi,051-888-4604,기장군,부산광역시 기장군 정관읍 달산리 417-22,부산광역시 기장군 정관읍 달음산길106,수련관,KT,지역문화시설
414,부산광역시,철마면사무소,35.2749851,부산광역시,129.149785,Public WiFi,051-888-4604,기장군,부산광역시 기장군 철마면 와여리 546,부산광역시 기장군 철마면 철마로 485,민원실,KT,관공서
415,부산광역시,철마면복지회관,35.2735973,부산광역시,129.1501499,Public WiFi,051-888-4604,기장군,부산광역시 기장군 철마면 장전리 279-1,부산광역시 기장군 철마면 개좌로 822,회관,KT,서민·복지시설
416,부산광역시,정관주민자치회관,35.3259235,부산광역시,129.1707135,Public WiFi,051-888-4604,기장군,부산광역시 기장군 정관면 용수리 1328-3,부산광역시 기장군 정관면 정관로 495,회관,KT,서민·복지시설
417,부산광역시,정관보건지소,35.326016,부산광역시,129.179734,Public WiFi,051-888-4604,기장군,부산광역시 기장군 정관읍 용수리 141,부산광역시 기장군 정관면 용수로 4,민원실,KT,서민·복지시설
418,부산광역시,정관면사무소,35.325548,부산광역시,129.180289,Public WiFi,051-888-4604,기장군,부산광역시 기장군 정관읍 용수리 141,부산광역시 기장군 정관면 용수로 4,민원실,KT,관공서
419,부산광역시,추리문학관,35.1616978,부산광역시,129.1832955,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중2동 1483-6,부산광역시 해운대구 달맞이길117번나길 111,추리문학관,SKT,지역문화시설
420,부산광역시,좌1동주민센터,35.1709067,부산광역시,129.174256,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1458-2,부산광역시 해운대구 양운로 91,민원실,SKT,관공서
421,부산광역시,재송어린이도서관,35.1896156,부산광역시,129.1184815,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송동 948-23,부산광역시 해운대구 해운대로 76번길 35-1,도서관,SKT,지역문화시설
422,부산광역시,중동거리,35.168963,부산광역시,129.138526,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우2동 1090-2,부산광역시 해운대구 우2동 1090-2,중동거리,LGU+,기타
423,부산광역시,중2동 주민센터,35.1624026,부산광역시,129.1799244,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중동 1519-3,부산광역시 해운대구 좌동순환로433번길 34,민원실,SKT,관공서
424,부산광역시,중1동주민센터,35.1625222,부산광역시,129.1642093,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 중동 1394-68,부산광역시 해운대구 중동1로 37번길 20,민원실,SKT,관공서
425,부산광역시,좌동재래시장,35.1730816,부산광역시,129.1744706,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 892,부산광역시 해운대구 좌동로 91번길 20,시장,SKT,서민·복지시설
426,부산광역시,좌4동주민센터,35.1778997,부산광역시,129.176251,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1407-6,부산광역시 해운대구 좌동순환로 183,민원실,KT,관공서
427,부산광역시,좌3동주민센터,35.1722617,부산광역시,129.1666317,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1341-3,부산광역시 해운대구 좌동순환로 65,민원실,KT,관공서
428,부산광역시,좌2동주민센터,35.1691557,부산광역시,129.1826244,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1327-2,부산광역시 해운대구 좌동순환로302,민원실,KT,관공서
429,부산광역시,재송2동주민센터,35.1896039,부산광역시,129.1253134,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송동 1046,부산광역시 해운대구 재반로125번길 26,민원실,SKT,관공서
430,부산광역시,재송1동주민센터,35.1846153,부산광역시,129.1251852,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송1동 274-2번지,부산광역시 해운대구 재반로63번길 23 (재송동),민원실,SKT,관공서
431,부산광역시,재반보건지소,35.1924165,부산광역시,129.1228472,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송동 179-41번지,부산광역시 해운대구 해운대로61번길 28 (재송동),민원실,SKT,서민·복지시설
432,부산광역시,장산노인복지관,35.173874,부산광역시,129.178664,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 좌동 1305-1,부산광역시 해운대구 좌동로 126,복지관,KT,서민·복지시설
433,부산광역시,인덕원,35.235168,부산광역시,129.149861,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송2동 424-5,부산광역시 해운대구 반송로877번길 122 (반송동),인덕원,KT,서민·복지시설
434,부산광역시,우일시장,35.1649926,부산광역시,129.1599029,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 552-2,부산광역시 해운대구 우동1로20번길 56,시장,SKT,편의시설
435,부산광역시,우동종합상가시장,35.1703643,부산광역시,129.1389344,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1092-16,부산광역시 해운대구 해운대로383번길 21,시장,SKT,편의시설
436,부산광역시,우2동주민센터,35.1712048,부산광역시,129.1399222,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1185-120,부산광역시 해운대구 해운대로 383번가길 7,민원실,SKT,관공서
437,부산광역시,우1동주민센터,35.1628875,부산광역시,129.1580827,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 539-4,부산광역시 해운대구 해운대로 612,민원실,SKT,관공서
438,부산광역시,영진종합사회복지관,35.205783,부산광역시,129.126315,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여1동 1247,부산광역시 해운대구 반여로 165,복지관,SKT,서민·복지시설
439,부산광역시,영광재활원,35.205771,부산광역시,129.1179387,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여1동 1062-1,부산광역시 해운대구 삼의로 91번지,재활원,SKT,서민·복지시설
440,부산광역시,어진샘노인종합복지관,35.1799103,부산광역시,129.1278193,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송1동 100-9,부산광역시 해운대구 재반로 12번길 16,복지관,LGU+,서민·복지시설
441,부산광역시,시립미술관역,35.1689035,부산광역시,129.1385252,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우2동 1090-2,부산광역시 해운대구 우2동 1090-2,역사,LGU+,교통시설
442,부산광역시,부산지방검찰청 동부지청 민원실,35.1892224,부산광역시,129.1292197,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송2동 1133,부산광역시 해운대구 재반로112번길 19,민원실,SKT,관공서
443,부산광역시,부산시립해운대도서관,35.168802,부산광역시,129.155751,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우1동 379,부산광역시 해운대구 우동1로 89,도서관,KT,지역문화시설
444,부산광역시,부산시립미술관,35.1660415,부산광역시,129.1369819,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1413,부산광역시 해운대구 APEC로 58,지하1층,SKT,지역문화시설
445,부산광역시,부산시립미술관,35.1660415,부산광역시,129.1369819,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1413,부산광역시 해운대구 APEC로 58,3층,SKT,지역문화시설
446,부산광역시,부산시립미술관,35.1660415,부산광역시,129.1369819,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1413,부산광역시 해운대구 APEC로 58,2층,SKT,지역문화시설
447,부산광역시,부산시립미술관,35.1660415,부산광역시,129.1369819,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 우동 1413,부산광역시 해운대구 APEC로 58,1층,SKT,지역문화시설
448,부산광역시,부산동부지원,35.1892224,부산광역시,129.1292197,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 재송동 1133,부산광역시 해운대구 재반로112번길 19,민원실,KT,관공서
449,부산광역시,반여시장,35.195617,부산광역시,129.1287678,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1291-918,부산광역시 해운대구 해운대로61번길 95-47,시장,SKT,편의시설
450,부산광역시,반여복지관,35.1982412,부산광역시,129.1318837,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여2동 1291-1360,부산광역시 해운대구 재반로226번길 13-73,복지관,LGU+,서민·복지시설
451,부산광역시,반여도서관,35.2018799,부산광역시,129.1337839,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1575-78,부산광역시 해운대구 재반로 282번길 38,도서관,SKT,지역문화시설
452,부산광역시,반여도서관,35.2018799,부산광역시,129.1337839,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1575-78,부산광역시 해운대구 재반로282번길 38,도서관,KT,지역문화시설
453,부산광역시,반여농산물 도매시장,35.2148598,부산광역시,129.1225336,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 559,부산광역시 해운대구 수영강변대로 626,시장,SKT,서민·복지시설
454,부산광역시,반여4동주민센터,35.2091987,부산광역시,129.1172135,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1122번지,부산광역시 해운대구 삼어로133번길 50 (반여동),민원실,SKT,관공서
455,부산광역시,반여3동주민센터,35.2009859,부산광역시,129.1335166,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1591-4번지,부산광역시 해운대구 재반로256번길 29-70 (반여동),민원실,SKT,관공서
456,부산광역시,반여3동 골목시장,35.199931,부산광역시,129.132061,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여3동 1607-2,부산광역시 해운대구 재반로256번길 8,시장,SKT,서민·복지시설
457,부산광역시,반여2동주민센터,35.1959634,부산광역시,129.1301538,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여동 1291-836번지,부산광역시 해운대구 재반로211번길 9 (반여동),민원실,SKT,관공서
458,부산광역시,반여2동 상가시장,35.1956196,부산광역시,129.1286673,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여2동 1291-918번지,부산광역시 해운대구 해운대로61번길 95-47,시장,SKT,서민·복지시설
459,부산광역시,반여1동주민센터,35.2012552,부산광역시,129.1189954,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반여1동 1441-34번지,부산광역시 해운대구 선수촌로 85 (반여동),민원실,SKT,관공서
460,부산광역시,반송복지관(해운대),35.2263444,부산광역시,129.1468777,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송1동 697-2,부산광역시 해운대구 아랫반송로1번길 15,복지관,SKT,서민·복지시설
461,부산광역시,반송보건지소,35.2298342,부산광역시,129.1475114,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 683-48번지,부산광역시 해운대구 반송로 853 (반송동),민원실,SKT,서민·복지시설
462,부산광역시,반송골목시장,35.224018,부산광역시,129.150362,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 250-410,부산광역시 해운대구 아랫반송로39번길 18-12,시장,SKT,서민·복지시설
463,부산광역시,반송3동주민센터,35.2245734,부산광역시,129.1522136,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 259-113번지,부산광역시 해운대구 반송순환로 158 (반송동),민원실,SKT,관공서
464,부산광역시,반송2동주민센터,35.2287988,부산광역시,129.1603701,Public WiFi,051-888-4604,해운대구,부산광역시 해운대구 반송동 890번지,부산광역시 해운대구 신반송로 173 (반송동),민원실,SKT,관공서
