지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
선유고등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 선유로 227,,37.5339018901,126.894851488,12016,600,Y,02-2069-0036,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
선유정보문화도서관,지진대피소,실내대피소,기타,서울특별시 영등포구 선유로43가길10-8(양평동3가),,37.5333307385,126.892937963,2340,100,Y,02-2163-0802,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울영신초등학교 급식실,지진대피소,실내대피소,학교,서울특별시 영등포구 도신로60길 23,,37.5101734937,126.918121059,854,50,Y,02-848-8560,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
신길교회,지진대피소,실내대피소,기타,서울특별시 영등포구 영등포로67가길 9(신길동),,37.5150723208,126.919531873,33233,2000,Y,02-831-2015,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울도림초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 가마산로65길 22,,37.5086804971,126.907115536,19408,500,Y,02-832-0590,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울대영초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 신길로23길 43,,37.5026791885,126.90633584,8100,100,Y,02-846-1996,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울대길초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 대방천로 206,,37.498175778,126.91317191,8406,200,Y,02-842-3500,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
영신고등학교 급식실,지진대피소,실내대피소,학교,서울특별시 영등포구 대방천로14길 18,,37.4981011242,126.909738683,1918,30,Y,02-834-6054,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
천주교살레시오회,지진대피소,실내대피소,기타,서울특별시 영등포구 여의대방로 65(신길동),,37.4973612524,126.913150236,29315,180,Y,02-828-3523,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울대방초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 여의대방로35길 14,,37.5030997139,126.919445201,9998,200,Y,02-833-2860,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울신대림초등학교 강당,지진대피소,실내대피소,학교,서울특별시 영등포구 대림로8길,,37.4913694888,126.905997165,1323,30,Y,02-849-0737,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울영림초등학교 다목적강당,지진대피소,실내대피소,학교,서울특별시 영등포구 시흥대로173길 14,,37.4873445698,126.902515115,978,50,Y,070-8622-8074,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울신영초등학교 본관동,지진대피소,실내대피소,학교,서울특별시 영등포구 도신로4길 32,,37.5010055678,126.896096401,6125,100,Y,02-843-2964,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울신영초등학교 서관,지진대피소,실내대피소,학교,서울특별시 영등포구 도신로4길 32,,37.5010055678,126.896096401,6125,100,Y,02-843-2964,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
대림정보문화도서관,지진대피소,실내대피소,기타,서울특별시 영등포구 도신로 27(대림동),,37.5043176475,126.89607824,1946,30,Y,02-828-3702,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
서울신영초등학교 강당,지진대피소,실내대피소,학교,서울특별시 영등포구 도신로4길 32,,37.5010055678,126.896096401,6125,100,Y,02-843-2964,,별도 지구지정사항 없음,,,,적용,,,,,,,영등포구청,,2018-12-10,3180000,서울특별시 영등포구,
진영공설운동장,지진대피소,옥외대피소,운동장,경상남도 김해시 진영읍 김해대로 257,경상남도 김해시 진영읍 진영리 1340,35.308120107,128.718915299,8122,2461,Y,055-336-2400,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해시복지재단,055-346-2100,2018-08-22,5350000,경상남도 김해시,
진례중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 진례면 송현로 77-7,경상남도 김해시 진례면 초전리 243,35.2490824298,128.756167326,1000,300,Y,055-345-5007,,별도 지구지정사항 없음,,,,미적용,,,,,,,진례중학교,055-345-5006,2018-08-22,5350000,경상남도 김해시,
진례초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 진례면 송현로 74-12,경상남도 김해시 진례면 초전리 530-2,35.2477383182,128.756133938,2970,900,Y,055-345-5005,,별도 지구지정사항 없음,,,,미적용,,,,,,,진례초등학교,055-345-6431,2018-08-22,5350000,경상남도 김해시,
한림중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 한림면 한림로365번길 33,경상남도 김해시 한림면 장방리 346,35.3217218162,128.799604541,4800,1454,Y,055-342-6500,,별도 지구지정사항 없음,,,,미적용,,,,,,,한림중학교,055-342-7101,2018-08-22,5350000,경상남도 김해시,
생림중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 생림면 마사로 106,경상남도 김해시 생림면 생철리 316-5,35.3534284028,128.850247752,4900,1484,Y,055-335-9006,,별도 지구지정사항 없음,,,,미적용,,,,,,,생림중학교,055-330-9005,2018-08-22,5350000,경상남도 김해시,
금동초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 상동면 상동로 551-13,경상남도 김해시 상동면 대감리 656-2,35.3087658916,128.929576854,1273,385,Y,055-323-6910,,별도 지구지정사항 없음,,,,미적용,,,,,,,금동초등학교,055-323-6274,2018-08-22,5350000,경상남도 김해시,
대중초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 대동면 대동로 287,경상남도 김해시 대동면 주동리 400-2,35.2367822844,128.949692806,3562,1079,Y,055-331-6176,,별도 지구지정사항 없음,,,,미적용,,,,,,,대중초등학교,055-331-6022,2018-08-22,5350000,경상남도 김해시,
김해동광초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 호계로500번길 15-15(동상동),경상남도 김해시 동상동 534,35.2364502965,128.887195013,5000,1515,Y,055-332-2531,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해동광초등학교,055-332-2531,2018-08-22,5350000,경상남도 김해시,
김해합성초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 가락로 111-12(서상동),경상남도 김해시 서상동 172,35.2373263439,128.880242582,6956,2107,Y,055-333-3358,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해합성초등학교,055-335-2258,2018-08-22,5350000,경상남도 김해시,
김해중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 호계로 456(부원동),경상남도 김해시 부원동 39,35.2311065759,128.886135435,8214,2489,Y,055-335-4503,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해중학교,055-335-4502,2018-08-22,5350000,경상남도 김해시,
김해생명과학고등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 금관대로1239(외동),경상남도 김해시 외동 743,35.2372395904,128.855271393,11948,3620,Y,055-720-0011,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해생명과학고등학교,055-720-0013,2018-08-22,5350000,경상남도 김해시,
연지공원,지진대피소,옥외대피소,공원,경상남도 김해시 금관대로 1368번길 7(내동),경상남도 김해시 내동 1037-6,35.2447390577,128.868053246,50500,15303,Y,055-330-3700,,별도 지구지정사항 없음,,,,미적용,,,,,,,공원관리과,055-330-4411,2018-08-22,5350000,경상남도 김해시,
김해여자중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 구지로 127(대성동),경상남도 김해시 대성동 140,35.2401918941,128.87770321,6800,2060,Y,055-335-2204,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해여자중학교,055-335-2201,2018-08-22,5350000,경상남도 김해시,
대성동고분박물관주변,지진대피소,옥외대피소,박물관 터,경상남도 김해시 가야의길 126(대성동),경상남도 김해시 대성동 434,35.2360603853,128.873082558,20114,6095,Y,055-330-3900,,별도 지구지정사항 없음,,,,미적용,,,,,,,대성동고분박물관,055-330-6881,2018-08-22,5350000,경상남도 김해시,
화정공원,지진대피소,옥외대피소,공원,경상남도 김해시 삼계중앙로13번길 19(삼계동),경상남도 김해시 삼계동 1437,35.2621270333,128.866268024,17800,5394,Y,055-330-3700,,별도 지구지정사항 없음,,,,미적용,,,,,,,공원관리과,055-330-4411,2018-08-22,5350000,경상남도 김해시,
김해시민체육공원,지진대피소,옥외대피소,공원,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,35.2567940141,128.877321488,143190,43390,Y,055-323-7310,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해시도시개발공사,055-323-7310,2018-08-22,5350000,경상남도 김해시,
김해운동장,지진대피소,옥외대피소,운동장,경상남도 김해시 가야로 245,경상남도 김해시 구산동 660,35.2567940141,128.877321488,75312,22821,Y,055-323-7310,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해시도시개발공사,055-323-7310,2018-08-22,5350000,경상남도 김해시,
어방초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 활천로159(어방동),경상남도 김해시 어방동 767-3,35.2400801445,128.899181917,5600,1696,Y,055-326-3151,,별도 지구지정사항 없음,,,,미적용,,,,,,,어방초등학교,055-326-3152,2018-08-22,5350000,경상남도 김해시,
김해삼성초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 인제로51번길 42(삼정동),경상남도 김해시 삼정동 635-1,35.2330780907,128.900666178,4960,1503,Y,055-335-2962,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해삼성초등학교,055-335-2963,2018-08-22,5350000,경상남도 김해시,
김해하키경기장,지진대피소,옥외대피소,경기장,경상남도 김해시 신어산길 44(삼방동),경상남도 김해시 삼방동 730,35.2563562362,128.907379757,32725,9916,Y,055-323-7310,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해시도시개발공사,055-323-7310,2018-08-22,5350000,경상남도 김해시,
신어중학교,지진대피소,옥외대피소,운동장,경상남도 김해시 삼안로195번길 7(삼방동),경상남도 김해시 삼방동 201,35.2448154747,128.911850529,1982,601,Y,055-321-2504,,별도 지구지정사항 없음,,,,미적용,,,,,,,신어중학교,055-321-2504,2018-08-22,5350000,경상남도 김해시,
김해활천초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 삼안로24번길 7(지내동),경상남도 김해시 지내동 297-5,35.2318186466,128.919479802,6867,694,Y,055-333-2873,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해활천초등학교,055-335-0247,2018-08-22,5350000,경상남도 김해시,
김해부곡초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 월산로 139(부곡동),경상남도 김해시 부곡동 800-4,35.2063947684,128.80004662,3827,1159,Y,055-314-2392,,별도 지구지정사항 없음,,,,미적용,,,,,,,김해부곡초등학교,055-314-2392,2018-08-22,5350000,경상남도 김해시,
삼문초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 번화2로 104,경상남도 김해시 삼문동 60-1,35.198267806,128.803068738,6837,2071,Y,055-314-9753,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼문초등학교,055-314-9753,2018-08-22,5350000,경상남도 김해시,
율하초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 율하2로58번길 7(율하동),경상남도 김해시 율하동 1303,35.1716795304,128.80784617,2100,636,Y,055-321-8641,,별도 지구지정사항 없음,,,,미적용,,,,,,,율하초등학교,055-321-8643,2018-08-22,5350000,경상남도 김해시,
덕정초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 대청로 31(관동동),경상남도 김해시 관동동 452-4,35.1781310785,128.798720639,2879,870,Y,055-312-7650,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정초등학교,055-312-7655,2018-08-22,5350000,경상남도 김해시,
수남초등학교,지진대피소,옥외대피소,운동장,경상남도 김해시 율하2로 183(율하동),경상남도 김해시 율하동 1395,35.1707647622,128.818862688,2870,870,Y,055-323-4671,,별도 지구지정사항 없음,,,,미적용,,,,,,,수남초등학교,055-323-4671,2018-08-22,5350000,경상남도 김해시,
성북초등학교 체육관,지진대피소,실내대피소,학교,강원도 횡성군 횡성읍 성북로 10,강원도 횡성군 횡성읍 읍상리 82,37.49000323,127.9919543,540,163,Y,033-343-7963,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
횡성고등학교 체육관,지진대피소,실내대피소,학교,강원도 횡성군 횡성읍 교항로 33,강원도 횡성군 횡성읍 읍하리 200,37.48620344,127.9793225,692,209,Y,033-340-8805,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
정금초등학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 우천면 경강로 3276,강원도 횡성군 우천면 정금리 507-4,37.50487496,128.1048985,128,38,Y,033-342-9869,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
안흥중고등학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 안흥면 서동로 1121,강원도 횡성군 안흥면 안흥리 272-2,37.41243285,128.1530972,539,163,Y,033-342-4003,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
현천고등학교 체육관,지진대피소,실내대피소,학교,강원도 횡성군 둔내면 경강로 4119,강원도 횡성군 둔내면 현천리 1103,37.48609799,128.1709537,586,177,Y,033-900-3346,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
갑천중고등학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 갑천면 갑천로 17,강원도 횡성군 갑천면 매일리 600,37.56044732,128.1138191,275,83,Y,033-342-9142,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
갑천초등학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 갑천면 청정로 262,강원도 횡성군 갑천면 매일리 705-1,37.55744614,128.1079943,729,220,Y,033-342-6885,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
공근중학교 다목적체육관,지진대피소,실내대피소,학교,강원도 횡성군 공근면 학담4길 21,강원도 횡성군 공근면 학담리 23-5,37.54003881,127.9624241,421,127,Y,033-342-3011,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
서원중학교 체육관,지진대피소,실내대피소,학교,강원도 횡성군 서원면 서원로 131,강원도 횡성군 서원면 창촌리 728,37.48695232,127.8463166,652,197,Y,033-342-8014,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
강림중학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 강림면 주천강로 1145,강원도 횡성군 강림면 강림리 872,37.36416186,128.1267046,496,150,Y,033-342-7042,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
강림초등학교 다목적실,지진대피소,실내대피소,학교,강원도 횡성군 강림면 태종로강림4길 11,강원도 횡성군 강림면 강림리 1562,37.35823529,128.1201037,292,88,Y,033-342-7067,,별도 지구지정사항 없음,,,,적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
성북초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 성북로 10,강원도 횡성군 횡성읍 읍상리 82,37.490003,127.991954,4141,5019,Y,033-343-7963,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
횡성고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 교항북로 33,강원도 횡성군 횡성읍 읍하리 200,37.485311,127.978396,10623,12876,Y,033-340-8805,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
횡성초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 교항북로 35,강원도 횡성군 횡성읍 읍하리 176-1,37.486944,127.979947,4760,5769,Y,033-343-7686,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
횡성여자고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 횡성로 252,강원도 횡성군 횡성읍 입석리 194-2,37.475702,127.982061,4177,5063,Y,070-4020-7802,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
성남초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 횡성로 109,강원도 횡성군 횡성읍 곡교리 244-1,37.464697,127.972701,4300,5212,Y,033-343-7158,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
창림초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 횡성읍 한우로 789,강원도 횡성군 횡성읍 추동리 3-4,37.495404,128.036359,5792,7020,Y,033-343-5601,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
정금초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 우천면 경강로 3276,강원도 횡성군 우천면 정금리 507-4,37.504875,128.104899,3353,4064,Y,033-342-9869,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
우천초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 우천면 수남로 319,강원도 횡성군 우천면 우항리 628,37.461184,128.062293,5205,6309,Y,033-342-6181,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
우천중학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 우천면 수남로59번길 37,강원도 횡성군 우천면 문암리 24,37.468463,128.048994,4307,5220,Y,033-342-6075,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
안흥고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 안흥면 서동로 1121-10,강원도 횡성군 안흥면 안흥리 272-2,37.412433,128.153097,5860,7103,Y,033-342-4003,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
안흥초덕천분교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 안흥면 덕송로 23,강원도 횡성군 안흥면 소사리 588-1,37.4645668,128.154184,1859,2253,Y,033-342-4221,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
현천고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 둔내면 경강로 4119,강원도 횡성군 둔내면 현천리 1103,37.486098,128.170954,2379,2883,Y,033-900-3346,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
둔내고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 둔내면 둔내로 22,강원도 횡성군 둔내면 둔방내리 96-3,37.511684,128.213043,7281,8825,Y,033-342-1196,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
둔내초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 둔내면 둔내로47번길 6,강원도 횡성군 둔내면 자포곡리 388-2,37.513242,128.217029,5400,6545,Y,033-342-1253,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
갑천고등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 갑천면 갑천로 17,강원도 횡성군 갑천면 매일리 600,37.560447,128.113819,5437,6590,Y,033-342-9142,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
갑천초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 갑천면 청정로 262,강원도 횡성군 갑천면 매일리 705-1,37.557446,128.107994,4474,5423,Y,033-342-6885,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
갑천초금성분교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 갑천면 갑천로 605,강원도 횡성군 갑천면 하대리 44,37.538049,128.162236,1573,1906,Y,033-345-9215,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
춘당초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 청일면 청정로 1461,강원도 횡성군 청일면 춘당리 759,37.630252,128.145749,3474,4210,Y,033-344-1997,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
청일중학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 청일면 한우로 40,강원도 횡성군 청일면 유동리 1060,37.582289,128.146694,4824,5847,Y,033-342-8894,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
청일초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 청일면 청정로 795,강원도 횡성군 청일면 유동리 1005-1,37.581483,128.145998,3594,4356,Y,033-342-5628,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
청일초신대분교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 청일면 청일로779번길 117,강원도 횡성군 청일면 신대리 321-1,37.592827,128.218475,1186,1437,Y,033-342-5628,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
공근중학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 공근면 학담4길 21,강원도 횡성군 공근면 학담리 23-5,37.540039,127.962424,4500,5454,Y,033-342-3011,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
공근초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 공근면 영서로 207,강원도 횡성군 공근면 학담리 113,37.533359,127.960744,4266,5170,Y,033-342-0509,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
수백초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 공근면 공근남로 446,강원도 횡성군 공근면 수백리 341-3,37.533735,128.007034,5145,6236,Y,033-343-6127,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
서원중학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 서원면 서원로 131,강원도 횡성군 서원면 창촌리 728,37.486998,127.846832,2072,2511,Y,033-342-8014,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
서원초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 서원면 서원로 173,강원도 횡성군 서원면 창촌리 579-0,37.4872778,127.851293,4744,5750,Y,033-342-8012,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
유현초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 서원면 경강로 711,강원도 횡성군 서원면 유현리 362-1,37.526577,127.875144,1092,1323,Y,033-342-0349,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
강림중학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 강림면 주천강로 1145,강원도 횡성군 강림면 강림리 872,37.363701,128.126618,3600,4363,Y,033-342-7042,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
강림초등학교 운동장,지진대피소,옥외대피소,학교,강원도 횡성군 강림면 태종로강림4길 11,강원도 횡성군 강림면 강림리 1562,37.358235,128.120104,2765,3351,Y,033-342-7067,,별도 지구지정사항 없음,,,,미적용,,,,,,,횡성군청 주민복지지원과,,2018-12-24,4260000,강원도 횡성군,
공원,지진대피소,옥외대피소,기타,인천광역시 옹진군 북도면모도로50번길 41,,37.5347861755,126.411677196,3200,300,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
시도리운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 북도면시도로86번길 78,,37.5355577435,126.431611245,10000,1000,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
학교(폐교)운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 북도면모도로 124,,37.5301472721,126.40866808,1500,150,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
학교(폐교)운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 북도면 시도리 306-1,,37.5349902031,126.426039965,2000,200,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
공원,지진대피소,옥외대피소,기타,인천광역시 옹진군 북도면 신도리 856-2,,37.5260205287,126.433624882,3400,300,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
물량장,지진대피소,옥외대피소,기타,인천광역시 옹진군 북도면 신도리 523-61,,37.515078566,126.438842822,7200,700,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
학교(폐교)운동장,지진대피소,옥외대피소,학교,인천광역시 옹진군 북도면 신도리 475-1,,37.5203133489,126.443034266,2000,200,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
건어장,지진대피소,옥외대피소,기타,인천광역시 옹진군 북도면 장봉리 957-3,,37.5422513451,126.328818703,2300,200,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
물량장,지진대피소,옥외대피소,기타,인천광역시 옹진군 북도면 장봉리 20-26,,37.5314082986,126.38461459,1500,150,Y,000-0000-0000,,주민대피소,,,,미적용,,,,,,,옹진군청,,2018-08-24,3580000,인천광역시 옹진군,
